code,name,family,file,edition,drawn_size,notes
D5-12P,INTERSTATE OASIS (PLAQUE),Guide Signs,INTERSTATE_OASIS_PLAQUE_D5-12P.svg,2012 Supplement,114.0x48.0 in,scale from the drawing's overall width dimension (114.0 in)
D5-12aP,INTERSTATE OASIS (PLAQUE),Guide Signs,INTERSTATE_OASIS_PLAQUE_D5-12aP.svg,2024 Edition,114.0x48.1 in,
D5-12b,INTERSTATE OASIS DIRECTIONAL,Guide Signs,INTERSTATE_OASIS_DIRECTIONAL_2_D5-12b.svg,2024 Edition,48.0x36.0 in,same code and name as page 74 but a different drawing; suffixed
D5-13,BRAKE CHECK AREA ADVANCE,Guide Signs,BRAKE_CHECK_AREA_ADVANCE_D5-13.svg,2024 Edition,96.0x54.0 in,"size 96 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-14,BRAKE CHECK AREA ENTRANCE DIRECTION,Guide Signs,BRAKE_CHECK_AREA_ENTRANCE_DIRECTION_D5-14.svg,2024 Edition,96.0x54.0 in,"size 96 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-15,CHAIN-UP AREA ADVANCE,Guide Signs,CHAIN_UP_AREA_ADVANCE_D5-15.svg,2024 Edition,72.0x54.0 in,"size 72 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-16,CHAIN-UP AREA ENTRANCE DIRECTION,Guide Signs,CHAIN_UP_AREA_ENTRANCE_DIRECTION_D5-16.svg,2024 Edition,72.0x54.0 in,"size 72 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-1a,REST AREA ADVANCE DIRECTION,Guide Signs,REST_AREA_ADVANCE_DIRECTION_D5-1a.svg,2024 Edition,78.0x36.0 in,"size 78 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-1b,REST AREA NEXT RIGHT,Guide Signs,REST_AREA_NEXT_RIGHT_D5-1b.svg,2004 Edition,120.0x58.0 in,scale from the drawing's overall width dimension (120.0 in)
D5-2,REST AREA ENTRANCE DIRECTION,Guide Signs,REST_AREA_ENTRANCE_DIRECTION_D5-2.svg,2024 Edition,78.0x36.0 in,"size 78 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-2a,REST AREA GORE,Guide Signs,REST_AREA_GORE_D5-2a.svg,2024 Edition,42.0x48.0 in,"size 42 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-2b,REST AREA,Guide Signs,REST_AREA_D5-2b.svg,2004 Edition,78.0x78.2 in,scale from the drawing's overall width dimension (78.0 in)
D5-3,ADVANCE PARKING AREA DISTACNE,Guide Signs,ADVANCE_PARKING_AREA_DISTACNE_METRIC_D5-3.svg,2004 Edition,126.0x51.6 in,scale from the drawing's overall width dimension (126.0 in)
D5-3c,PARKING AREA ARROW & DISTANCE,Guide Signs,PARKING_AREA_ARROW_DISTANCE_D5-3c.svg,2004 Edition,126.0x70.9 in,scale from the drawing's overall width dimension (126.0 in)
D5-4,PARKING AREA EXIT DIRECTION,Guide Signs,PARKING_AREA_EXIT_DIRECTION_D5-4.svg,2004 Edition,96.0x51.9 in,scale from the drawing's overall width dimension (96.0 in)
D5-5,REST AREA DIRECTIONAL,Guide Signs,REST_AREA_DIRECTIONAL_D5-5.svg,2024 Edition,42.0x48.0 in,
D5-5a,ROADSIDE TABLE SYMBOL,Guide Signs,ROADSIDE_TABLE_SYMBOL_D5-5a.svg,2004 Edition,18.0x18.0 in,size 18 in: conventional-road row for D5-5a in the 2004/2012 sheets (2024 table has no marker)
D5-5b,ROADSIDE PARK ARROW,Guide Signs,ROADSIDE_PARK_ARROW_D5-5b.svg,2004 Edition,96.0x71.4 in,scale from the drawing's overall width dimension (96.0 in)
D5-5c,PICNIC AREA,Guide Signs,PICNIC_AREA_D5-5c.svg,2004 Edition,96.0x71.4 in,no dimension of its own; drawn to the same size as D5-5b on the sheet — check
D5-5d,ROADSIDE PARK 1 MILE,Guide Signs,ROADSIDE_PARK_1_MILE_METRIC_D5-5d.svg,2004 Edition,92.0x73.5 in,scale from the drawing's overall width dimension (92.0 in)
D5-5e,ROADSIDE TABLE 1 MILE,Guide Signs,ROADSIDE_TABLE_1_MILE_METRIC_D5-5e.svg,2004 Edition,92.0x73.5 in,no dimension of its own; drawn to the same size as D5-5d on the sheet — check
D5-6,NEXT REST AREA,Guide Signs,NEXT_REST_AREA_D5-6.svg,2024 Edition,78.0x54.0 in,"size 78 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-7,REST AREA STATE NAME WELCOME CENTER ADVANCE,Guide Signs,REST_AREA_STATE_NAME_WELCOME_CENTER_ADVANCE_D5-7.svg,2024 Edition,114.0x72.0 in,"size 114 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-7,REST AREA TOURIST INFO CENTER ADVANCE,Guide Signs,REST_AREA_TOURIST_INFO_CENTER_ADVANCE_D5-7.svg,2024 Edition,90.0x72.0 in,"size 90 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-7,REST AREA WELCOME CENTER ADVANCE,Guide Signs,REST_AREA_WELCOME_CENTER_ADVANCE_D5-7.svg,2024 Edition,90.0x72.0 in,"size 90 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-7a,REST AREA STATE NAME WELCOME CENTER ADVANCE DIRECTION,Guide Signs,REST_AREA_STATE_NAME_WELCOME_CENTER_ADVANCE_DIRECTION_D5-7a.svg,2024 Edition,114.0x72.0 in,"size 114 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-7a,REST AREA TOURIST INFO CENTER ADVANCE DIRECTION,Guide Signs,REST_AREA_TOURIST_INFO_CENTER_ADVANCE_DIRECTION_D5-7a.svg,2024 Edition,90.0x72.0 in,"size 90 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-7a,REST AREA WELCOME CENTER ADVANCE DIRECTION,Guide Signs,REST_AREA_WELCOME_CENTER_ADVANCE_DIRECTION_D5-7a.svg,2024 Edition,90.0x72.0 in,"size 90 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-8,REST AREA TOURIST INFO CENTER ENTRANCE DIRECTION,Guide Signs,REST_AREA_TOURIST_INFO_CENTER_ENTRANCE_DIRECTION_D5-8.svg,2024 Edition,84.0x72.0 in,"size 84 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-9,PARKING AREA ADVANCE,Guide Signs,PARKING_AREA_ADVANCE_D5-9.svg,2024 Edition,96.0x36.1 in,"size 96 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-9a,PARKING AREA ENTRANCE DIRECTION,Guide Signs,PARKING_AREA_ENTRANCE_DIRECTION_D5-9a.svg,2024 Edition,96.0x36.1 in,"size 96 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D5-9b,PARKING AREA GORE,Guide Signs,PARKING_AREA_GORE_D5-9b.svg,2024 Edition,60.0x48.0 in,"size 60 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D6-1,SCENIC AREA ARROW,Guide Signs,SCENIC_AREA_ARROW_D6-1.svg,2004 Edition,72.0x72.0 in,scale from the drawing's overall width dimension (72.0 in)
D6-2,SCENIC OVERLOOK DISTANCE,Guide Signs,SCENIC_OVERLOOK_DISTANCE_METRIC_D6-2.svg,2004 Edition,92.0x73.5 in,scale from the drawing's overall width dimension (92.0 in)
D6-3,SCENIC AREA EXIT DIRECTION,Guide Signs,SCENIC_AREA_EXIT_DIRECTION_D6-3.svg,2004 Edition,96.0x51.8 in,scale from the drawing's overall width dimension (96.0 in)
D6-4,NATIONAL SCENIC BYWAYS,intervene/Guide Signs,NATIONAL_SCENIC_BYWAYS_D6-4.svg,2004 Edition,24.0x24.0 in,"legend set in CopperplateT-BoldCond on the sheet, a font the extractor cannot outline; that lettering is missing"
D6-4a,NATIONAL SCENIC BYWAYS,intervene/Guide Signs,NATIONAL_SCENIC_BYWAYS_D6-4a.svg,2004 Edition,24.0x11.6 in,"legend set in CopperplateT-BoldCond on the sheet, a font the extractor cannot outline; that lettering is missing"
D7-1,NATIONAL PARK,Guide Signs,NATIONAL_PARK_METRIC_D7-1.svg,2004 Edition,103.0x42.0 in,scale from the drawing's overall height dimension (42.0 in)
D7-2,NATIONAL PARK ARROW,Guide Signs,NATIONAL_PARK_ARROW_METRIC_D7-2.svg,2004 Edition,17.9x6.0 in,scale from the drawing's overall height dimension (6.0 in)
D8-1,ADVANCE WEIGH STATION DISTANCE,Guide Signs,ADVANCE_WEIGH_STATION_DISTANCE_VAR2_D8-1.svg,2024 Edition,60.0x46.2 in,size 60 in: conventional-road row for D8-1 in the 2004/2012 sheets (2024 table has no marker)
D8-1a,WEIGH STATION AHEAD,Guide Signs,WEIGH_STATION_AHEAD_D8-1a.svg,2024 Edition,48.0x34.9 in,"size 48 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D8-2,WEIGH STATION ADVANCE DIRECTION,Guide Signs,WEIGH_STATION_ADVANCE_DIRECTION_D8-2.svg,2024 Edition,66.0x37.7 in,size 66 in: conventional-road row for D8-2 in the 2004/2012 sheets (2024 table has no marker)
D8-3,WEIGH STATION ENTRANCE DIRECTION,Guide Signs,WEIGH_STATION_ENTRANCE_DIRECTION_D8-3.svg,2024 Edition,48.0x43.6 in,size 48 in: conventional-road row for D8-3 in the 2004/2012 sheets (2024 table has no marker)
D9-1,TELEPHONE,Guide Signs,TELEPHONE_D9-1.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-10,TOURIST INFORMATION,Guide Signs,TOURIST_INFORMATION_D9-10.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-11,DIESEL FUEL,Guide Signs,DIESEL_FUEL_D9-11.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-11a,ALTERNATIVE FUEL - COMPRESSED NATURAL GAS,Guide Signs,ALTERNATIVE_FUEL_COMPRESSED_NATURAL_GAS_D9-11a.svg,2024 Edition,18.0x18.0 in,size 18 in: conventional-road row for D9-11a in the 2004/2012 sheets (2024 table has no marker)
D9-11b,ELECTRIC VEHICLE CHARGING,Guide Signs,ELECTRIC_VEHICLE_CHARGING_D9-11b.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-11bP,ELECTRIC VEHICLE CHARGING (PLAQUE),Guide Signs,ELECTRIC_VEHICLE_CHARGING_PLAQUE_D9-11bP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-11c,ALTERNATIVE FUEL - ETHANOL,Guide Signs,ALTERNATIVE_FUEL_ETHANOL_D9-11c.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-11d,ALTERNATIVE FUEL - LIQUEFIED NATURAL GAS,Guide Signs,ALTERNATIVE_FUEL_LIQUEFIED_NATURAL_GAS_D9-11d.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-11e,ALTERNATIVE FUEL - LIQUEFIED PETROLEUM GAS,Guide Signs,ALTERNATIVE_FUEL_LIQUEFIED_PETROLEUM_GAS_D9-11e.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-11f,ALTERNATIVE FUEL - HYDROGEN,Guide Signs,ALTERNATIVE_FUEL_HYDROGEN_D9-11f.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-11g,ALTERNATIVE FUEL - BIOFUEL,Guide Signs,ALTERNATIVE_FUEL_BIOFUEL_D9-11g.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-12,RV SANITARY STATION,Guide Signs,RV_SANITARY_STATION_D9-12.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-13,EMERGENCY MEDICAL SERVICES,Guide Signs,EMERGENCY_MEDICAL_SERVICES_D9-13.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-13a,HOSPITAL,Guide Signs,HOSPITAL_D9-13a.svg,2004 Edition,24.0x11.5 in,scale from the drawing's overall width dimension (24.0 in)
D9-13aP,HOSPITAL (PLAQUE),Guide Signs,HOSPITAL_PLAQUE_D9-13aP.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-13b,AMBULANCE STATION,Guide Signs,AMBULANCE_STATION_D9-13b.svg,2004 Edition,24.0x11.5 in,no dimension of its own; drawn to the same size as D9-13a on the sheet — check
D9-13bP,AMBULANCE STATION (PLAQUE),Guide Signs,AMBULANCE_STATION_PLAQUE_D9-13bP.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-13c,EMERGENCY MEDICAL CARE,Guide Signs,EMERGENCY_MEDICAL_CARE_METRIC_D9-13c.svg,2004 Edition,24.0x24.0 in,scale from the drawing's overall width dimension (24.0 in)
D9-13cP,EMERGENCY MEDICAL CARE (PLAQUE),Guide Signs,EMERGENCY_MEDICAL_CARE_PLAQUE_D9-13cP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-13dP,TRAUMA CENTER (PLAQUE),Guide Signs,TRAUMA_CENTER_PLAQUE_D9-13dP.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-14,POLICE,Guide Signs,POLICE_D9-14.svg,2024 Edition,24.0x24.0 in,size 24 in: conventional-road row for D9-14 in the 2004/2012 sheets (2024 table has no marker)
D9-15,PROPANE GAS,Guide Signs,PROPANE_GAS_D9-15.svg,2004 Edition,18.0x18.0 in,size 18 in: conventional-road row for D9-15 in the 2004/2012 sheets (2024 table has no marker)
D9-16,TRUCK PARKING,Guide Signs,TRUCK_PARKING_D9-16.svg,2024 Edition,24.0x24.0 in,size 24 in: conventional-road row for D9-16 in the 2004/2012 sheets (2024 table has no marker)
D9-16aP,TRUCK EXTERNAL POWER (PLAQUE),Guide Signs,TRUCK_EXTERNAL_POWER_PLAQUE_D9-16aP.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-16b,TRUCK PARKING AVAILABILITY - EXIT NUMBER,Guide Signs,TRUCK_PARKING_AVAILABILITY_EXIT_NUMBER_D9-16b.svg,2024 Edition,40.6x32.5 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
D9-16c,TRUCK PARKING AVAILABILITY - DISTANCE,Guide Signs,TRUCK_PARKING_AVAILABILITY_DISTANCE_D9-16c.svg,2024 Edition,37.9x32.5 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
D9-16d,TRUCK PARKING AVAILABILITY - REST AREAS,Guide Signs,TRUCK_PARKING_AVAILABILITY_REST_AREAS_2_D9-16d.svg,2024 Edition,37.9x37.9 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in); same code and name as page 116 but a different drawing; suffixed
D9-16e,TRUCK PARKING AVAILABILITY - COMBINED,Guide Signs,TRUCK_PARKING_AVAILABILITY_COMBINED_3_D9-16e.svg,2024 Edition,37.8x32.4 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in); same code and name as page 118 but a different drawing; suffixed
D9-17,23 MILES,Guide Signs,23_MILES_METRIC_D9-17.svg,2004 Edition,102.0x27.8 in,scale from the drawing's overall width dimension (102.0 in)
D9-17,NEXT SERVICES XX MILES (ENGLISH),Guide Signs,NEXT_SERVICES_XX_MILES_ENGLISH_METRIC_D9-17.svg,2004 Edition,102.0x27.8 in,scale from the drawing's overall width dimension (102.0 in)
D9-17,NEXT SERVICES XX km (METRIC),Guide Signs,NEXT_SERVICES_XX_KM_METRIC_D9-17.svg,2004 Edition,102.0x27.8 in,scaled from the dimensioned D9-17 drawing (thumbnail)
D9-17P,NEXT SERVICES (PLAQUE),Guide Signs,NEXT_SERVICES_PLAQUE_D9-17P.svg,2012 Supplement,72.0x18.9 in,"size 72 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-17a,NEXT EV CHARGING XX MILES,Guide Signs,NEXT_EV_CHARGING_XX_MILES_D9-17a.svg,2024 Edition,126.0x60.1 in,
D9-18,GENERAL SERVICES (UP TO 6 SYMBOLS) WITH EXIT NUMBER,Guide Signs,GENERAL_SERVICES_UP_TO_6_SYMBOLS_WITH_EXIT_NUMBER_D9-18.svg,2024 Edition,108.0x84.0 in,"size 108 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-18a,GENERAL SERVICES WITH EXIT NUMBER,Guide Signs,GENERAL_SERVICES_WITH_EXIT_NUMBER_D9-18a.svg,2024 Edition,72.0x60.0 in,"size 72 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-18b,GENERAL SERVICES (UP TO 6 SYMBOLS) WITH ACTION MESSAGE,Guide Signs,GENERAL_SERVICES_UP_TO_6_SYMBOLS_WITH_ACTION_MESSAGE_D9-18b.svg,2024 Edition,108.0x84.0 in,"size 108 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-18c,GENERAL SERVICES WITH ACTION MESSAGE,Guide Signs,GENERAL_SERVICES_WITH_ACTION_MESSAGE_D9-18c.svg,2024 Edition,72.0x60.0 in,"size 72 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-18dP,RURAL INTERCHANGE GENERAL SERVICES (UP TO 3 SYMBOLS) (PLAQUE),Guide Signs,RURAL_INTERCHANGE_GENERAL_SERVICES_UP_TO_3_SYMBOLS_PLAQUE_D9-18dP.svg,2024 Edition,120.0x36.1 in,
D9-18e,GUIDE SIGN,Guide Signs,GUIDE_SIGN_D9-18e.svg,2004 Edition,96.0x71.2 in,scale from the drawing's overall width dimension (96.0 in)
D9-18eP,RURAL INTERCHANGE GENERAL SERVICES (1 LINE) (PLAQUE),Guide Signs,RURAL_INTERCHANGE_GENERAL_SERVICES_1_LINE_PLAQUE_D9-18eP.svg,2024 Edition,43.2x9.7 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
D9-18fP,RURAL INTERCHANGE GENERAL SERVICES (2 LINES) (PLAQUE),Guide Signs,RURAL_INTERCHANGE_GENERAL_SERVICES_2_LINES_PLAQUE_D9-18fP.svg,2024 Edition,43.2x16.9 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
D9-19,ALTERNATIVE FUELS CORRIDOR,Guide Signs,ALTERNATIVE_FUELS_CORRIDOR_D9-19.svg,2024 Edition,24.0x24.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-19aP,ALTERNATIVE FUELS CORRIDOR (1 LINE) (PLAQUE),Guide Signs,ALTERNATIVE_FUELS_CORRIDOR_1_LINE_PLAQUE_VAR2_D9-19aP.svg,2024 Edition,30.0x9.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-19bP,ALTERNATIVE FUELS CORRIDOR (2 LINES) (PLAQUE),Guide Signs,ALTERNATIVE_FUELS_CORRIDOR_2_LINES_PLAQUE_D9-19bP.svg,2024 Edition,30.0x12.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-1a,TELEPHONE,Guide Signs,TELEPHONE_D9-1a.svg,2004 Edition,18.0x24.3 in,size 18 in: conventional-road row for D9-1a in the 2004/2012 sheets (2024 table has no marker)
D9-1b,TELEPHONE,Guide Signs,TELEPHONE_METRIC_D9-1b.svg,2004 Edition,18.0x24.3 in,size 18 in: conventional-road row for D9-1b in the 2004/2012 sheets (2024 table has no marker)
D9-2,HOSPITAL,Guide Signs,HOSPITAL_D9-2.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-20,PHARMACY,Guide Signs,PHARMACY_D9-20.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-20aP,24-HOUR (PLAQUE),Guide Signs,24_HOUR_PLAQUE_D9-20aP.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
D9-21,TELECOMMUNICATION DEVICE FOR THE DEAF,Guide Signs,TELECOMMUNICATION_DEVICE_FOR_THE_DEAF_D9-21.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-22,WIRELESS INTERNET,Guide Signs,WIRELESS_INTERNET_D9-22.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-3,CAMPING,Guide Signs,CAMPING_D9-3.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-3a,TRAILER CAMPING,Guide Signs,TRAILER_CAMPING_D9-3a.svg,2004 Edition,18.0x18.0 in,size 18 in: conventional-road row for D9-3a in the 2004/2012 sheets (2024 table has no marker)
D9-4,LITTER CONTAINER,Guide Signs,LITTER_CONTAINER_D9-4.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for D9-4 in the 2004/2012 sheets (2024 table has no marker)
D9-6,INTERNATIONAL SYMBOL OF ACCESSIBILITY,Guide Signs,INTERNATIONAL_SYMBOL_OF_ACCESSIBILITY_D9-6.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-6P,VAN ACCESSIBLE (PLAQUE),Guide Signs,VAN_ACCESSIBLE_PLAQUE_D9-6P.svg,2024 Edition,18.0x9.0 in,
D9-7,GAS,Guide Signs,GAS_D9-7.svg,2004 Edition,18.0x18.0 in,size 18 in: conventional-road row for D9-7 in the 2004/2012 sheets (2024 table has no marker)
D9-8,FOOD,Guide Signs,FOOD_D9-8.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
D9-9,LODGING,Guide Signs,LODGING_D9-9.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
E1-1,INTERCHANGE ADVANCE GUIDE (1 DESTINATION),Guide Signs,INTERCHANGE_ADVANCE_GUIDE_1_DESTINATION_2_E1-1.svg,2024 Edition,43.2x30.0 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in); same code and name as page 189 but a different drawing; suffixed
E1-2,"INTERCHANGE ADVANCE GUIDE (1 SHIELD, 1 DESTINATION)",Guide Signs,INTERCHANGE_ADVANCE_GUIDE_1_SHIELD_1_DESTINATION_E1-2.svg,2024 Edition,43.2x28.9 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
E1-2,INTERCHANGE ADVANCE GUIDE (2 DESTINATIONS),Guide Signs,INTERCHANGE_ADVANCE_GUIDE_2_DESTINATIONS_E1-2.svg,2024 Edition,43.2x26.5 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
E1-3,"INTERCHANGE ADVANCE GUIDE (1 SHIELD, 2 DESTINATIONS)",Guide Signs,INTERCHANGE_ADVANCE_GUIDE_1_SHIELD_2_DESTINATIONS_E1-3.svg,2024 Edition,41.1x34.3 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
E1-3,INTERCHANGE ADVANCE GUIDE (3 DESTINATIONS),Guide Signs,INTERCHANGE_ADVANCE_GUIDE_3_DESTINATIONS_E1-3.svg,2024 Edition,43.2x33.7 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
E1-5,EXIT123,Guide Signs,EXIT123_E1-5.svg,2004 Edition,6.0x1.6 in,scale from the drawing's overall width dimension (6.0 in)
E1-5P,"EXIT NUMBER (1, 2 DIGITS) (PLAQUE)",Guide Signs,EXIT_NUMBER_1_2_DIGITS_PLAQUE_E1-5P.svg,2024 Edition,114.0x30.1 in,
E1-5a,EXIT 123,Guide Signs,EXIT_123_E1-5a.svg,2004 Edition,48.0x49.1 in,scale from the drawing's overall width dimension (48.0 in)
E1-5aP,EXIT NUMBER (3 DIGITS) (PLAQUE),Guide Signs,EXIT_NUMBER_3_DIGITS_PLAQUE_E1-5aP.svg,2024 Edition,132.0x30.1 in,
E1-5bP,"EXIT NUMBER (1, 2 DIGITS WITH SINGLE-LETTER SUFFIX) (PLAQUE)",Guide Signs,EXIT_NUMBER_1_2_DIGITS_WITH_SINGLE_LETTER_SUFFIX_PLAQUE_E1-5bP.svg,2024 Edition,138.0x30.1 in,
E1-5cP,EXIT NUMBER (3 DIGITS WITH SINGLE-LETTER SUFFIX) (PLAQUE),Guide Signs,EXIT_NUMBER_3_DIGITS_WITH_SINGLE_LETTER_SUFFIX_PLAQUE_E1-5cP.svg,2024 Edition,156.0x30.1 in,
