code,name,family,file,size,source,notes
SC15,Symbole,S Symboles,S Symboles/SYMBOLE_SC15.svg,625x625 mm,Symboles_SC/SC15.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC17,Symbole,S Symboles,S Symboles/SYMBOLE_SC17.svg,625x625 mm,Symboles_SC/SC17.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC1a,Symbole,S Symboles,S Symboles/SYMBOLE_SC1a.svg,625x625 mm,Symboles_SC/SC1a.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC1b,Symbole,S Symboles,S Symboles/SYMBOLE_SC1b.svg,625x625 mm,Symboles_SC/SC1b.svg,drawn 125.0x125.1 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC2,Symbole,S Symboles,S Symboles/SYMBOLE_SC2.svg,627x627 mm,Symboles_SC/SC2.svg,drawn 125.4x125.4 mm at 1:5; 5 stroked path(s) outlined with Inkscape; name from IISR 5e partie
SC3,Symbole,S Symboles,S Symboles/SYMBOLE_SC3.svg,626x626 mm,Symboles_SC/SC3.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC4,Symbole,S Symboles,S Symboles/SYMBOLE_SC4.svg,625x625 mm,Symboles_SC/SC4.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC5,Symbole,S Symboles,S Symboles/SYMBOLE_SC5.svg,625x625 mm,Symboles_SC/SC5.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC6,Symbole,S Symboles,S Symboles/SYMBOLE_SC6.svg,625x625 mm,Symboles_SC/SC6.svg,drawn 125.0x125.1 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC7,Symbole,S Symboles,S Symboles/SYMBOLE_SC7.svg,624x625 mm,Symboles_SC/SC7.svg,drawn 124.9x124.9 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC8,Symbole,S Symboles,S Symboles/SYMBOLE_SC8.svg,625x625 mm,Symboles_SC/SC8.svg,drawn 125.0x125.1 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC9,Symbole,S Symboles,S Symboles/SYMBOLE_SC9.svg,625x625 mm,Symboles_SC/SC9.svg,drawn 125.0x125.1 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI10,Symbole,S Symboles,S Symboles/SYMBOLE_SI10.svg,626x626 mm,Symboles_SI/SI10.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI11,Symbole,S Symboles,S Symboles/SYMBOLE_SI11.svg,626x626 mm,Symboles_SI/SI11.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI12,Symbole,S Symboles,S Symboles/SYMBOLE_SI12.svg,626x626 mm,Symboles_SI/SI12.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI13,Symbole,S Symboles,S Symboles/SYMBOLE_SI13.svg,626x626 mm,Symboles_SI/SI13.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI14,Symbole,S Symboles,S Symboles/SYMBOLE_SI14.svg,626x626 mm,Symboles_SI/SI14.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI1a,Symbole,S Symboles,S Symboles/SYMBOLE_SI1a.svg,626x626 mm,Symboles_SI/SI1a.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI1b,Symbole,S Symboles,S Symboles/SYMBOLE_SI1b.svg,626x626 mm,Symboles_SI/SI1b.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI2,Symbole,S Symboles,S Symboles/SYMBOLE_SI2.svg,626x626 mm,Symboles_SI/SI2.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI3,Symbole,S Symboles,S Symboles/SYMBOLE_SI3.svg,626x626 mm,Symboles_SI/SI3.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI4,Symbole,S Symboles,S Symboles/SYMBOLE_SI4.svg,626x626 mm,Symboles_SI/SI4.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI5,Symbole,S Symboles,S Symboles/SYMBOLE_SI5.svg,626x626 mm,Symboles_SI/SI5.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI6,Symbole,S Symboles,S Symboles/SYMBOLE_SI6.svg,626x626 mm,Symboles_SI/SI6.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI7,Symbole,S Symboles,S Symboles/SYMBOLE_SI7.svg,626x626 mm,Symboles_SI/SI7.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI8,Symbole,S Symboles,S Symboles/SYMBOLE_SI8.svg,626x626 mm,Symboles_SI/SI8.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SI9,Symbole,S Symboles,S Symboles/SYMBOLE_SI9.svg,626x626 mm,Symboles_SI/SI9.svg,drawn 125.2x125.2 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SE2b_ex1,Symbole,S Symboles,S Symboles/SYMBOLE_SE2b_ex1.svg,720x320 mm,Symboles_SU_SE/SE2b_ex1.svg,drawn 144.0x64.0 mm at 1:5; 4 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SE2b_ex2,Symbole,S Symboles,S Symboles/SYMBOLE_SE2b_ex2.svg,960x320 mm,Symboles_SU_SE/SE2b_ex2.svg,drawn 192.1x64.0 mm at 1:5; 6 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SE2c,Symbole,S Symboles,S Symboles/SYMBOLE_SE2c.svg,728x326 mm,Symboles_SU_SE/SE2c.svg,drawn 145.6x65.2 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SE3,Symbole,S Symboles,S Symboles/SYMBOLE_SE3.svg,869x631 mm,Symboles_SU_SE/SE3.svg,drawn 173.8x126.1 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SU1,Symbole,S Symboles,intervene/S Symboles/SYMBOLE_SU1.svg,721x627 mm,Symboles_SU_SE/SU1.svg,"dimensioned drawing of the SU1 symbol (Hc cotes), not a sign face; drawn 144.2x125.5 mm at 1:5; 25 stroked path(s) outlined with Inkscape; drawing annotation text dropped (Arial, sans-serif): '3 Hc pour 1 chiffre - 4 Hc pour 2 chiffres' / '//' / '//' / '0,625 Hc' / 'variable' / '1,7' / '5' / 'HC' / '1,2' / '5' / 'HC' / '0,2' / '5' / 'HC' / '0,2' / '5' / 'HC' / 'car' / 'act' / 'ère' / 's' /; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)"
SU2,Symbole,S Symboles,S Symboles/SYMBOLE_SU2.svg,625x625 mm,Symboles_SU_SE/SU2.svg,drawn 125.0x125.1 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SU3,Symbole,S Symboles,intervene/S Symboles/SYMBOLE_SU3.svg,507x737 mm,Symboles_SU_SE/SU3.svg,"dimensioned drawing of the SU3 symbol (Hc cotes), not a sign face; drawn 101.5x147.4 mm at 1:5; 13 stroked path(s) outlined with Inkscape; drawing annotation text dropped (Arial, sans-serif): '0,10Hc' / 'Hc'; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)"
SU4,Symbole,S Symboles,S Symboles/SYMBOLE_SU4.svg,625x625 mm,Symboles_SU_SE/SU4.svg,drawn 125.1x125.1 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SU5,Symbole,S Symboles,S Symboles/SYMBOLE_SU5.svg,500x188 mm,Symboles_SU_SE/SU5.svg,drawn 100.0x37.5 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SR2,Panneau de securite routiere,SR Securite routiere,SR Securite routiere/PANNEAU_DE_SECURITE_ROUTIERE_SR2.svg,332x1137 mm,Panneaux_SR/SR2.svg,drawn 66.3x227.3 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SR2a,Rappel de l'espacement à respecter entre véhicules,SR Securite routiere,SR Securite routiere/RAPPEL_DE_L_ESPACEMENT_A_RESPECTER_ENTRE_VEHICULES_SR2a.svg,332x284 mm,Panneaux_SR/SR2a.svg,"drawn 66.3x56.8 mm at 1:5; name from IISR 5e partie, article 101-3 heading"
SR2b,Rappel de l'espacement à respecter entre véhicules,SR Securite routiere,SR Securite routiere/RAPPEL_DE_L_ESPACEMENT_A_RESPECTER_ENTRE_VEHICULES_SR2b.svg,331x284 mm,Panneaux_SR/SR2b.svg,"drawn 66.2x56.8 mm at 1:5; name from IISR 5e partie, article 101-3 heading"
SR2c,Rappel de l'espacement à respecter entre véhicules,SR Securite routiere,SR Securite routiere/RAPPEL_DE_L_ESPACEMENT_A_RESPECTER_ENTRE_VEHICULES_SR2c.svg,330x284 mm,Panneaux_SR/SR2c.svg,"drawn 66.0x56.7 mm at 1:5; name from IISR 5e partie, article 101-3 heading"
SR3_18_12,Annonce d'une zone où la vitesse est contrôlée,SR Securite routiere,SR Securite routiere/ANNONCE_D_UNE_ZONE_OU_LA_VITESSE_EST_CONTROLEE_SR3_18_12.svg,404x605 mm,Panneaux_SR/SR3_18_12.svg,"drawn 80.9x121.0 mm at 1:5; name from IISR 5e partie, article 101-4 heading"
SR3_24_16,Annonce d'une zone où la vitesse est contrôlée,SR Securite routiere,SR Securite routiere/ANNONCE_D_UNE_ZONE_OU_LA_VITESSE_EST_CONTROLEE_SR3_24_16.svg,533x800 mm,Panneaux_SR/SR3_24_16.svg,"drawn 106.7x160.0 mm at 1:5; name from IISR 5e partie, article 101-4 heading"
SR3_36_24,Annonce d'une zone où la vitesse est contrôlée,SR Securite routiere,SR Securite routiere/ANNONCE_D_UNE_ZONE_OU_LA_VITESSE_EST_CONTROLEE_SR3_36_24.svg,800x1200 mm,Panneaux_SR/SR3_36_24.svg,"drawn 160.0x240.0 mm at 1:5; name from IISR 5e partie, article 101-4 heading"
SR3d,Annonce d'une zone où la vitesse est contrôlée,SR Securite routiere,SR Securite routiere/ANNONCE_D_UNE_ZONE_OU_LA_VITESSE_EST_CONTROLEE_SR3d.svg,800x833 mm,Panneaux_SR/SR3d.svg,"drawn 160.0x166.6 mm at 1:5; name from IISR 5e partie, article 101-4 heading"
SR3e,Annonce d'une zone où la vitesse est contrôlée,SR Securite routiere,SR Securite routiere/ANNONCE_D_UNE_ZONE_OU_LA_VITESSE_EST_CONTROLEE_SR3e.svg,800x1158 mm,Panneaux_SR/SR3e.svg,"drawn 160.0x231.7 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 5e partie, article 101-4 heading"
SR4,Zone sous vidéoprotection,SR Securite routiere,intervene/SR Securite routiere/ZONE_SOUS_VIDEOPROTECTION_SR4.svg,247x396 mm,Panneaux_SR/SR4.svg,"two captioned examples on one sheet; each exists as its own file (SR4_ex1_dc, SR4_ex2_dc); drawn 49.3x79.2 mm at 1:5; drawing annotation text dropped (AvantGarde Md BT): 'SR4' / 'exem' / 'ple 1' / 'SR4' / 'exemp' / 'le 2'; name from IISR 5e partie, article 101-5 heading"
SR4_ex1_dc,Zone sous vidéoprotection,SR Securite routiere,SR Securite routiere/ZONE_SOUS_VIDEOPROTECTION_SR4_ex1_dc.svg,247x116 mm,Panneaux_SR/SR4_ex1_dc.svg,"drawn 49.3x23.1 mm at 1:5; name from IISR 5e partie, article 101-5 heading"
SR4_ex2_dc,Zone sous vidéoprotection,SR Securite routiere,SR Securite routiere/ZONE_SOUS_VIDEOPROTECTION_SR4_ex2_dc.svg,247x115 mm,Panneaux_SR/SR4_ex2_dc.svg,"drawn 49.3x23.0 mm at 1:5; name from IISR 5e partie, article 101-5 heading"
SR50_ex1,Message de sécurité routière,SR Securite routiere,SR Securite routiere/MESSAGE_DE_SECURITE_ROUTIERE_SR50_ex1.svg,372x149 mm,Panneaux_SR/SR50_ex1.svg,"drawn 74.3x29.8 mm at 1:5; name from IISR 5e partie, article 101-6 heading"
SR50_ex2,Message de sécurité routière,SR Securite routiere,SR Securite routiere/MESSAGE_DE_SECURITE_ROUTIERE_SR50_ex2.svg,626x154 mm,Panneaux_SR/SR50_ex2.svg,"drawn 125.2x30.9 mm at 1:5; name from IISR 5e partie, article 101-6 heading"
